city,forecast_date,nasa_latest_used,run_timestamp,target,unit,actual,ensemble,MV_HLSTM_GRU,MV_GRU,UV_HLSTM_GRU,UV_GRU,adjustment_applied,err_ensemble,abs_err_ensemble,err_MV_HLSTM_GRU,abs_err_MV_HLSTM_GRU,err_MV_GRU,abs_err_MV_GRU,err_UV_HLSTM_GRU,abs_err_UV_HLSTM_GRU,err_UV_GRU,abs_err_UV_GRU,is_om_sourced
Mumbai,2026-06-07,2026-06-06,2026-06-09T04:34:36.659925,RH2m,%,65.77,70.5552,64.2728,84.3163,66.3201,67.3115,False,4.7852,4.7852,-1.4972,1.4972,18.5463,18.5463,0.5501,0.5501,1.5415,1.5415,False
Mumbai,2026-06-07,2026-06-06,2026-06-09T04:34:36.659925,TMP2m,C,32.3,30.9715,30.8346,26.9,31.1456,35.0058,False,-1.3285,1.3285,-1.4654,1.4654,-5.4,5.4,-1.1544,1.1544,2.7058,2.7058,False
Mumbai,2026-06-07,2026-06-06,2026-06-09T06:40:20.274798,PRmsl,Pa,100580.0,100448.832,,,,,False,-131.168,131.168,,,,,,,,,False
Mumbai,2026-06-07,2026-06-06,2026-06-09T06:40:20.274798,RH2m,%,65.77,70.5552,,,,,False,4.7852,4.7852,,,,,,,,,False
Mumbai,2026-06-07,2026-06-06,2026-06-09T06:40:20.274798,TMP2m,C,32.3,30.9715,,,,,False,-1.3285,1.3285,,,,,,,,,False
Mumbai,2026-06-07,2026-06-06,2026-06-09T10:38:35.675174,PRmsl,Pa,100580.0,100448.832,,,,,False,-131.168,131.168,,,,,,,,,False
Mumbai,2026-06-07,2026-06-06,2026-06-09T10:38:35.675174,RH2m,%,65.77,70.5552,,,,,False,4.7852,4.7852,,,,,,,,,False
Mumbai,2026-06-07,2026-06-06,2026-06-09T10:38:35.675174,TMP2m,C,32.3,30.9715,,,,,False,-1.3285,1.3285,,,,,,,,,False
Mumbai,2026-06-07,2026-06-06,2026-06-09T23:46:16.203605,PRmsl,Pa,100580.0,100448.832,100468.571,100695.097,100401.2999,100230.3602,False,-131.168,131.168,-111.429,111.429,115.097,115.097,-178.7001,178.7001,-349.6398,349.6398,False
Mumbai,2026-06-07,2026-06-06,2026-06-09T23:46:16.203605,RH2m,%,65.77,70.5552,64.2728,84.3163,66.3201,67.3115,False,4.7852,4.7852,-1.4972,1.4972,18.5463,18.5463,0.5501,0.5501,1.5415,1.5415,False
Mumbai,2026-06-07,2026-06-06,2026-06-09T23:46:16.203605,TMP2m,C,32.3,30.9715,30.8346,26.9,31.1456,35.0058,False,-1.3285,1.3285,-1.4654,1.4654,-5.4,5.4,-1.1544,1.1544,2.7058,2.7058,False
Mumbai,2026-06-08,2026-06-07,2026-06-10T23:44:55.204454,PRmsl,Pa,100560.0,100546.3073,,,,,False,-13.6927,13.6927,,,,,,,,,False
Mumbai,2026-06-08,2026-06-07,2026-06-10T23:44:55.204454,RH2m,%,68.4,71.3027,,,,,False,2.9027,2.9027,,,,,,,,,False
Mumbai,2026-06-08,2026-06-07,2026-06-10T23:44:55.204454,TMP2m,C,31.54,30.933,,,,,False,-0.607,0.607,,,,,,,,,False
Mumbai,2026-06-09,2026-06-08,2026-06-11T09:35:00.828269,PRmsl,Pa,100619.0194,100553.8878,100555.1312,100694.3168,100519.7219,100446.3812,False,-65.1316,65.1316,-63.8882,63.8882,75.2974,75.2974,-99.2975,99.2975,-172.6382,172.6382,False
Mumbai,2026-06-09,2026-06-08,2026-06-11T09:35:00.828269,RH2m,%,71.2717,72.2728,65.3303,84.6856,68.4128,70.6624,False,1.0011,1.0011,-5.9414,5.9414,13.4139,13.4139,-2.8589,2.8589,-0.6093,0.6093,False
Mumbai,2026-06-09,2026-06-08,2026-06-11T09:35:00.828269,TMP2m,C,31.3311,30.7252,30.2634,27.0858,31.1537,34.398,False,-0.6059,0.6059,-1.0677,1.0677,-4.2453,4.2453,-0.1774,0.1774,3.0669,3.0669,False
Mumbai,2026-06-11,2026-06-08,2026-06-11T10:34:17.456220,PRmsl,Pa,100542.5373,100553.8878,100555.1312,100694.3168,100519.7219,100446.3812,False,11.3505,11.3505,12.5939,12.5939,151.7795,151.7795,-22.8154,22.8154,-96.1561,96.1561,True
Mumbai,2026-06-11,2026-06-08,2026-06-11T10:34:17.456220,RH2m,%,71.4959,72.2728,65.3303,84.6856,68.4128,70.6624,False,0.7769,0.7769,-6.1656,6.1656,13.1897,13.1897,-3.0831,3.0831,-0.8335,0.8335,True
Mumbai,2026-06-11,2026-06-08,2026-06-11T10:34:17.456220,TMP2m,C,27.8302,30.7252,30.2634,27.0858,31.1537,34.398,False,2.895,2.895,2.4332,2.4332,-0.7444,0.7444,3.3235,3.3235,6.5678,6.5678,True
Mumbai,2026-06-11,2026-06-08,2026-06-11T11:02:36.389701,PRmsl,Pa,100542.5373,100553.8878,100555.1312,100694.3168,100519.7219,100446.3812,False,11.3505,11.3505,12.5939,12.5939,151.7795,151.7795,-22.8154,22.8154,-96.1561,96.1561,True
Mumbai,2026-06-11,2026-06-08,2026-06-11T11:02:36.389701,RH2m,%,71.4959,72.2728,65.3303,84.6856,68.4128,70.6624,False,0.7769,0.7769,-6.1656,6.1656,13.1897,13.1897,-3.0831,3.0831,-0.8335,0.8335,True
Mumbai,2026-06-11,2026-06-08,2026-06-11T11:02:36.389701,TMP2m,C,27.8302,30.7252,30.2634,27.0858,31.1537,34.398,False,2.895,2.895,2.4332,2.4332,-0.7444,0.7444,3.3235,3.3235,6.5678,6.5678,True
Mumbai,2026-06-11,2026-06-08,2026-06-11T11:08:59.331970,PRmsl,Pa,100542.5373,100553.8878,100555.1312,100694.3168,100519.7219,100446.3812,False,11.3505,11.3505,12.5939,12.5939,151.7795,151.7795,-22.8154,22.8154,-96.1561,96.1561,True
Mumbai,2026-06-11,2026-06-08,2026-06-11T11:08:59.331970,RH2m,%,71.4959,72.2728,65.3303,84.6856,68.4128,70.6624,False,0.7769,0.7769,-6.1656,6.1656,13.1897,13.1897,-3.0831,3.0831,-0.8335,0.8335,True
Mumbai,2026-06-11,2026-06-08,2026-06-11T11:08:59.331970,TMP2m,C,27.8302,30.7252,30.2634,27.0858,31.1537,34.398,False,2.895,2.895,2.4332,2.4332,-0.7444,0.7444,3.3235,3.3235,6.5678,6.5678,True
Delhi,2026-06-03,2026-06-02,2026-06-05T06:51:07.686342,PRmsl,Pa,100080.0,100479.7865,100445.8859,100564.8935,100421.1218,100487.2448,False,399.7865,399.7865,365.8859,365.8859,484.8935,484.8935,341.1218,341.1218,407.2448,407.2448,False
Delhi,2026-06-03,2026-06-02,2026-06-05T06:51:07.686342,RH2m,%,34.42,68.6765,57.4308,82.5397,60.181,74.5543,False,34.2565,34.2565,23.0108,23.0108,48.1197,48.1197,25.761,25.761,40.1343,40.1343,False
Delhi,2026-06-03,2026-06-02,2026-06-05T06:51:07.686342,TMP2m,C,35.18,31.0076,31.0549,28.5702,33.2946,31.1107,False,-4.1724,4.1724,-4.1251,4.1251,-6.6098,6.6098,-1.8854,1.8854,-4.0693,4.0693,False
Delhi,2026-06-03,2026-06-02,2026-06-05T10:44:35.112907,PRmsl,Pa,100080.0,100507.8462,100462.3327,100569.3496,100488.1408,100511.5616,False,427.8462,427.8462,382.3327,382.3327,489.3496,489.3496,408.1408,408.1408,431.5616,431.5616,False
Delhi,2026-06-03,2026-06-02,2026-06-05T10:44:35.112907,RH2m,%,34.42,68.8125,57.9233,82.5863,60.4356,74.3049,False,34.3925,34.3925,23.5033,23.5033,48.1663,48.1663,26.0156,26.0156,39.8849,39.8849,False
Delhi,2026-06-03,2026-06-02,2026-06-05T10:44:35.112907,TMP2m,C,35.18,30.8699,30.9933,28.5323,32.8036,31.1505,False,-4.3101,4.3101,-4.1867,4.1867,-6.6477,6.6477,-2.3764,2.3764,-4.0295,4.0295,False
Delhi,2026-06-03,2026-06-02,2026-06-05T23:55:21.762199,PRmsl,Pa,100080.0,100507.8462,100462.3327,100569.3496,100488.1408,100511.5616,False,427.8462,427.8462,382.3327,382.3327,489.3496,489.3496,408.1408,408.1408,431.5616,431.5616,False
Delhi,2026-06-03,2026-06-02,2026-06-05T23:55:21.762199,RH2m,%,34.42,68.8125,57.9233,82.5863,60.4356,74.3049,False,34.3925,34.3925,23.5033,23.5033,48.1663,48.1663,26.0156,26.0156,39.8849,39.8849,False
Delhi,2026-06-03,2026-06-02,2026-06-05T23:55:21.762199,TMP2m,C,35.18,30.8699,30.9933,28.5323,32.8036,31.1505,False,-4.3101,4.3101,-4.1867,4.1867,-6.6477,6.6477,-2.3764,2.3764,-4.0295,4.0295,False
Delhi,2026-06-04,2026-06-03,2026-06-06T23:55:54.949408,PRmsl,Pa,99840.0,100381.2646,100148.8741,100573.7715,100353.9512,100448.4617,False,541.2646,541.2646,308.8741,308.8741,733.7715,733.7715,513.9512,513.9512,608.4617,608.4617,False
Delhi,2026-06-04,2026-06-03,2026-06-06T23:55:54.949408,RH2m,%,29.12,67.9907,56.465,82.5318,58.1992,74.7667,False,38.8707,38.8707,27.345,27.345,53.4118,53.4118,29.0792,29.0792,45.6467,45.6467,False
Delhi,2026-06-04,2026-06-03,2026-06-06T23:55:54.949408,TMP2m,C,36.86,31.344,32.3581,28.5384,33.3133,31.1663,False,-5.516,5.516,-4.5019,4.5019,-8.3216,8.3216,-3.5467,3.5467,-5.6937,5.6937,False
Delhi,2026-06-05,2026-06-04,2026-06-07T23:51:33.828638,PRmsl,Pa,99960.0,100317.4328,100087.399,100571.4334,100205.2325,100405.6663,False,357.4328,357.4328,127.399,127.399,611.4334,611.4334,245.2325,245.2325,445.6663,445.6663,False
Delhi,2026-06-05,2026-06-04,2026-06-07T23:51:33.828638,RH2m,%,37.59,67.1617,53.3086,82.5881,57.2934,75.4568,False,29.5717,29.5717,15.7186,15.7186,44.9981,44.9981,19.7034,19.7034,37.8668,37.8668,False
Delhi,2026-06-05,2026-06-04,2026-06-07T23:51:33.828638,TMP2m,C,34.8,32.022,33.7607,28.501,34.5824,31.2438,False,-2.778,2.778,-1.0393,1.0393,-6.299,6.299,-0.2176,0.2176,-3.5562,3.5562,False
Delhi,2026-06-06,2026-06-05,2026-06-08T06:19:07.154064,PRmsl,Pa,,,,,,,False,,,,,,,,,,,False
Delhi,2026-06-06,2026-06-05,2026-06-08T06:19:07.154064,RH2m,%,,,,,,,False,,,,,,,,,,,False
Delhi,2026-06-06,2026-06-05,2026-06-08T06:19:07.154064,TMP2m,C,,,,,,,False,,,,,,,,,,,False
Delhi,2026-06-06,2026-06-05,2026-06-08T06:47:11.125056,PRmsl,Pa,,100358.7651,100213.1999,100559.2555,100280.0424,100382.5627,False,,,,,,,,,,,False
Delhi,2026-06-06,2026-06-05,2026-06-08T06:47:11.125056,RH2m,%,,67.5035,53.5159,82.7089,57.3963,76.3927,False,,,,,,,,,,,False
Delhi,2026-06-06,2026-06-05,2026-06-08T06:47:11.125056,TMP2m,C,,31.5342,32.0506,28.4441,33.8616,31.7807,False,,,,,,,,,,,False
Delhi,2026-06-06,2026-06-05,2026-06-08T23:49:37.197037,PRmsl,Pa,,100358.7649,100213.1995,100559.2556,100280.0419,100382.5627,False,,,,,,,,,,,False
Delhi,2026-06-06,2026-06-05,2026-06-08T23:49:37.197037,RH2m,%,,67.5035,53.5159,82.7089,57.3963,76.3927,False,,,,,,,,,,,False
Delhi,2026-06-06,2026-06-05,2026-06-08T23:49:37.197037,TMP2m,C,,31.5342,32.0506,28.4441,33.8615,31.7807,False,,,,,,,,,,,False
Delhi,2026-06-07,2026-06-06,2026-06-09T04:34:55.781808,PRmsl,Pa,99980.0,100358.7649,100213.1995,100559.2556,100280.0419,100382.5627,False,378.7649,378.7649,233.1995,233.1995,579.2556,579.2556,300.0419,300.0419,402.5627,402.5627,False
Delhi,2026-06-07,2026-06-06,2026-06-09T04:34:55.781808,RH2m,%,29.44,67.5035,53.5159,82.7089,57.3963,76.3927,False,38.0635,38.0635,24.0759,24.0759,53.2689,53.2689,27.9563,27.9563,46.9527,46.9527,False
Delhi,2026-06-07,2026-06-06,2026-06-09T04:34:55.781808,TMP2m,C,37.14,31.5342,32.0506,28.4441,33.8615,31.7807,False,-5.6058,5.6058,-5.0894,5.0894,-8.6959,8.6959,-3.2785,3.2785,-5.3593,5.3593,False
Delhi,2026-06-07,2026-06-06,2026-06-09T06:40:37.225541,PRmsl,Pa,99980.0,100358.7649,,,,,False,378.7649,378.7649,,,,,,,,,False
Delhi,2026-06-07,2026-06-06,2026-06-09T06:40:37.225541,RH2m,%,29.44,67.5035,,,,,False,38.0635,38.0635,,,,,,,,,False
Delhi,2026-06-07,2026-06-06,2026-06-09T06:40:37.225541,TMP2m,C,37.14,31.5342,,,,,False,-5.6058,5.6058,,,,,,,,,False
Delhi,2026-06-07,2026-06-06,2026-06-09T10:38:52.765389,PRmsl,Pa,99980.0,100358.7649,,,,,False,378.7649,378.7649,,,,,,,,,False
Delhi,2026-06-07,2026-06-06,2026-06-09T10:38:52.765389,RH2m,%,29.44,67.5035,,,,,False,38.0635,38.0635,,,,,,,,,False
Delhi,2026-06-07,2026-06-06,2026-06-09T10:38:52.765389,TMP2m,C,37.14,31.5342,,,,,False,-5.6058,5.6058,,,,,,,,,False
Delhi,2026-06-07,2026-06-06,2026-06-09T23:46:28.297129,PRmsl,Pa,99980.0,100358.7649,100213.1995,100559.2555,100280.0419,100382.5627,False,378.7649,378.7649,233.1995,233.1995,579.2555,579.2555,300.0419,300.0419,402.5627,402.5627,False
Delhi,2026-06-07,2026-06-06,2026-06-09T23:46:28.297129,RH2m,%,29.44,67.5035,53.5159,82.7089,57.3963,76.3927,False,38.0635,38.0635,24.0759,24.0759,53.2689,53.2689,27.9563,27.9563,46.9527,46.9527,False
Delhi,2026-06-07,2026-06-06,2026-06-09T23:46:28.297129,TMP2m,C,37.14,31.5342,32.0506,28.4441,33.8615,31.7807,False,-5.6058,5.6058,-5.0894,5.0894,-8.6959,8.6959,-3.2785,3.2785,-5.3593,5.3593,False
Delhi,2026-06-08,2026-06-07,2026-06-10T23:45:09.107249,PRmsl,Pa,99760.0,100358.8397,,,,,False,598.8397,598.8397,,,,,,,,,False
Delhi,2026-06-08,2026-06-07,2026-06-10T23:45:09.107249,RH2m,%,25.13,67.6439,,,,,False,42.5139,42.5139,,,,,,,,,False
Delhi,2026-06-08,2026-06-07,2026-06-10T23:45:09.107249,TMP2m,C,38.18,32.1857,,,,,False,-5.9943,5.9943,,,,,,,,,False
Delhi,2026-06-09,2026-06-08,2026-06-11T09:35:20.577098,PRmsl,Pa,99769.437,100308.9765,100001.7572,100557.2526,100197.6025,100479.2939,False,539.5395,539.5395,232.3202,232.3202,787.8156,787.8156,428.1655,428.1655,709.8569,709.8569,False
Delhi,2026-06-09,2026-06-08,2026-06-11T09:35:20.577098,RH2m,%,16.2628,67.5304,51.8904,82.7692,57.133,78.3289,False,51.2676,51.2676,35.6276,35.6276,66.5064,66.5064,40.8702,40.8702,62.0661,62.0661,False
Delhi,2026-06-09,2026-06-08,2026-06-11T09:35:20.577098,TMP2m,C,40.1355,32.7616,35.005,28.4051,34.4585,33.178,False,-7.3739,7.3739,-5.1305,5.1305,-11.7304,11.7304,-5.677,5.677,-6.9575,6.9575,False
Delhi,2026-06-11,2026-06-08,2026-06-11T10:35:09.168258,PRmsl,Pa,99998.4408,100308.9765,100001.7572,100557.2526,100197.6025,100479.2939,False,310.5357,310.5357,3.3164,3.3164,558.8118,558.8118,199.1617,199.1617,480.8531,480.8531,True
Delhi,2026-06-11,2026-06-08,2026-06-11T10:35:09.168258,RH2m,%,26.6992,67.5304,51.8904,82.7692,57.133,78.3289,False,40.8312,40.8312,25.1912,25.1912,56.07,56.07,30.4338,30.4338,51.6297,51.6297,True
Delhi,2026-06-11,2026-06-08,2026-06-11T10:35:09.168258,TMP2m,C,36.0099,32.7616,35.005,28.4051,34.4585,33.178,False,-3.2483,3.2483,-1.0049,1.0049,-7.6048,7.6048,-1.5514,1.5514,-2.8319,2.8319,True
Delhi,2026-06-11,2026-06-08,2026-06-11T11:02:57.445504,PRmsl,Pa,99998.4408,100308.9765,100001.7572,100557.2526,100197.6025,100479.2939,False,310.5357,310.5357,3.3164,3.3164,558.8118,558.8118,199.1617,199.1617,480.8531,480.8531,True
Delhi,2026-06-11,2026-06-08,2026-06-11T11:02:57.445504,RH2m,%,26.6992,67.5304,51.8904,82.7692,57.133,78.3289,False,40.8312,40.8312,25.1912,25.1912,56.07,56.07,30.4338,30.4338,51.6297,51.6297,True
Delhi,2026-06-11,2026-06-08,2026-06-11T11:02:57.445504,TMP2m,C,36.0099,32.7616,35.005,28.4051,34.4585,33.178,False,-3.2483,3.2483,-1.0049,1.0049,-7.6048,7.6048,-1.5514,1.5514,-2.8319,2.8319,True
Delhi,2026-06-11,2026-06-08,2026-06-11T11:09:49.817715,PRmsl,Pa,99998.4408,100308.9765,100001.7572,100557.2526,100197.6025,100479.2939,False,310.5357,310.5357,3.3164,3.3164,558.8118,558.8118,199.1617,199.1617,480.8531,480.8531,True
Delhi,2026-06-11,2026-06-08,2026-06-11T11:09:49.817715,RH2m,%,26.6992,67.5304,51.8904,82.7692,57.133,78.3289,False,40.8312,40.8312,25.1912,25.1912,56.07,56.07,30.4338,30.4338,51.6297,51.6297,True
Delhi,2026-06-11,2026-06-08,2026-06-11T11:09:49.817715,TMP2m,C,36.0099,32.7616,35.005,28.4051,34.4585,33.178,False,-3.2483,3.2483,-1.0049,1.0049,-7.6048,7.6048,-1.5514,1.5514,-2.8319,2.8319,True
Chennai,2026-06-03,2026-06-02,2026-06-05T06:51:15.929455,PRmsl,Pa,100490.0,100502.0524,100615.5794,100722.1384,100565.8247,100104.667,False,12.0524,12.0524,125.5794,125.5794,232.1384,232.1384,75.8247,75.8247,-385.333,385.333,False
Chennai,2026-06-03,2026-06-02,2026-06-05T06:51:15.929455,RH2m,%,62.38,65.2325,64.9924,63.7289,66.1692,66.0393,False,2.8525,2.8525,2.6124,2.6124,1.3489,1.3489,3.7892,3.7892,3.6593,3.6593,False
Chennai,2026-06-03,2026-06-02,2026-06-05T06:51:15.929455,TMP2m,C,32.33,31.5102,31.433,31.9544,31.9844,30.6691,False,-0.8198,0.8198,-0.897,0.897,-0.3756,0.3756,-0.3456,0.3456,-1.6609,1.6609,False
Chennai,2026-06-03,2026-06-02,2026-06-05T10:44:50.547505,PRmsl,Pa,100490.0,100409.9749,100547.7518,100412.0178,100650.8775,100029.2527,False,-80.0251,80.0251,57.7518,57.7518,-77.9822,77.9822,160.8775,160.8775,-460.7473,460.7473,False
Chennai,2026-06-03,2026-06-02,2026-06-05T10:44:50.547505,RH2m,%,62.38,65.3803,63.3106,65.3034,65.3467,67.5603,False,3.0003,3.0003,0.9306,0.9306,2.9234,2.9234,2.9667,2.9667,5.1803,5.1803,False
Chennai,2026-06-03,2026-06-02,2026-06-05T10:44:50.547505,TMP2m,C,32.33,31.5389,31.484,31.9744,32.0977,30.5997,False,-0.7911,0.7911,-0.846,0.846,-0.3556,0.3556,-0.2323,0.2323,-1.7303,1.7303,False
Chennai,2026-06-03,2026-06-02,2026-06-05T23:55:35.928565,PRmsl,Pa,100490.0,100409.9749,100547.7518,100412.0178,100650.8775,100029.2527,False,-80.0251,80.0251,57.7518,57.7518,-77.9822,77.9822,160.8775,160.8775,-460.7473,460.7473,False
Chennai,2026-06-03,2026-06-02,2026-06-05T23:55:35.928565,RH2m,%,62.38,65.3803,63.3106,65.3034,65.3467,67.5603,False,3.0003,3.0003,0.9306,0.9306,2.9234,2.9234,2.9667,2.9667,5.1803,5.1803,False
Chennai,2026-06-03,2026-06-02,2026-06-05T23:55:35.928565,TMP2m,C,32.33,31.5389,31.484,31.9744,32.0977,30.5997,False,-0.7911,0.7911,-0.846,0.846,-0.3556,0.3556,-0.2323,0.2323,-1.7303,1.7303,False
Chennai,2026-06-04,2026-06-03,2026-06-06T23:56:13.516432,PRmsl,Pa,100410.0,100486.9454,100599.5546,100756.4545,100488.045,100103.7276,False,76.9454,76.9454,189.5546,189.5546,346.4545,346.4545,78.045,78.045,-306.2724,306.2724,False
Chennai,2026-06-04,2026-06-03,2026-06-06T23:56:13.516432,RH2m,%,63.41,65.2676,65.6339,63.4549,65.6514,66.3303,False,1.8576,1.8576,2.2239,2.2239,0.0449,0.0449,2.2414,2.2414,2.9203,2.9203,False
Chennai,2026-06-04,2026-06-03,2026-06-06T23:56:13.516432,TMP2m,C,32.12,31.5285,31.7764,32.1049,31.5995,30.6331,False,-0.5915,0.5915,-0.3436,0.3436,-0.0151,0.0151,-0.5205,0.5205,-1.4869,1.4869,False
Chennai,2026-06-05,2026-06-04,2026-06-07T23:51:52.272827,PRmsl,Pa,100380.0,100462.6032,100490.4072,100753.9194,100422.8256,100183.2606,False,82.6032,82.6032,110.4072,110.4072,373.9194,373.9194,42.8256,42.8256,-196.7394,196.7394,False
Chennai,2026-06-05,2026-06-04,2026-06-07T23:51:52.272827,RH2m,%,65.41,64.0617,64.8082,61.6174,65.3494,64.472,False,-1.3483,1.3483,-0.6018,0.6018,-3.7926,3.7926,-0.0606,0.0606,-0.938,0.938,False
Chennai,2026-06-05,2026-06-04,2026-06-07T23:51:52.272827,TMP2m,C,32.09,31.4439,31.6647,32.1191,31.3164,30.6752,False,-0.6461,0.6461,-0.4253,0.4253,0.0291,0.0291,-0.7736,0.7736,-1.4148,1.4148,False
Chennai,2026-06-06,2026-06-05,2026-06-08T06:19:10.991381,PRmsl,Pa,,,,,,,False,,,,,,,,,,,False
Chennai,2026-06-06,2026-06-05,2026-06-08T06:19:10.991381,RH2m,%,,,,,,,False,,,,,,,,,,,False
Chennai,2026-06-06,2026-06-05,2026-06-08T06:19:10.991381,TMP2m,C,,,,,,,False,,,,,,,,,,,False
